0.0, 0.0, 0.913957953453064, -1.0, 0.0, 0.913957953453064, 1.0, 0.0, 0.913957953453064
10.0, 0.0, 0.913957953453064, 5.0, 0.0, 0.913957953453064, 15.0, 0.0, 0.913957953453064
20.0, -10.0, 0.913957953453064, 20.0, -5.0, 0.913957953453064, 20.0, -15.0, 0.913957953453064
10.0, -20.0, 0.913957953453064, 15.0, -20.0, 0.913957953453064, 5.0, -20.0, 0.913957953453064
2.0, -20.0, 0.913957953453064, 4.0, -20.0, 0.913957953453064, 0.0, -20.0, 0.913957953453064
-2.0, -17.0, 0.913957953453064, 0.0, -17.0, 0.913957953453064, -4.0, -17.0, 0.913957953453064
-6.0, -20.0, 0.913957953453064, -4.0, -20.0, 0.913957953453064, -8.0, -20.0, 0.913957953453064
-10.0, -17.0, 0.913957953453064, -8.0, -17.0, 0.913957953453064, -12.0, -17.0, 0.913957953453064
-14.0, -20.0, 0.913957953453064, -12.0, -20.0, 0.913957953453064, -16.0, -20.0, 0.913957953453064
-18.0, -17.0, 0.913957953453064, -16.0, -17.0, 0.913957953453064, -20.0, -17.0, 0.913957953453064
-22.0, -20.0, 0.913957953453064, -20.0, -20.0, 0.913957953453064, -24.0, -20.0, 0.913957953453064
-26.0, -17.0, 0.913957953453064, -24.0, -17.0, 0.913957953453064, -28.0, -17.0, 0.913957953453064
-30.0, -20.0, 0.913957953453064, -28.0, -20.0, 0.913957953453064, -32.0, -20.0, 0.913957953453064
-50.0, -20.0, 0.913957953453064, -48.75, -20.0, 0.913957953453064, -55.0, -20.0, 0.913957953453064
-60.0, -10.0, 0.9139580130577087, -60.0, -15.0, 0.9139580130577087, -60.0, -5.0, 0.9139580130577087
-50.0, 0.0, 0.913957953453064, -55.0, -9.536742595628311e-08, 0.913957953453064, -49.0, 1.907348590179936e-08, 0.913957953453064
-18.0, 0.0, 2.9139580726623535, -19.0, -9.536742595628311e-08, 2.9139580726623535, -17.0, 9.536742595628311e-08, 2.9139580726623535
-17.0, 0.0, 2.9139580726623535, -17.47527503967285, -4.532581598937213e-08, 2.9139580726623535, -16.52472496032715, 4.532581598937213e-08, 2.9139580726623535
-11.600000381469727, 0.0, 0.9139580726623535, -12.238686561584473, -6.090980519957157e-08, 0.9139580726623535, -10.961313247680664, 6.090989757012721e-08, 0.9139580726623535
-5.600000381469727, 0.0, 0.9139580726623535, -6.238686561584473, -6.090980519957157e-08, 0.9139580726623535, -4.961313247680664, 6.090989757012721e-08, 0.9139580726623535
